CustomerID,PurchaseCount,FrequencyCategory
13948,1,Low Frequency
13949,6,High Frequency
13950,4,Low Frequency
13951,3,Low Frequency
13952,2,Low Frequency
13953,7,High Frequency
13954,2,Low Frequency
13955,2,Low Frequency
13956,5,Low Frequency
13959,3,Low Frequency
13960,2,Low Frequency
13962,2,Low Frequency
13963,4,Low Frequency
13967,1,Low Frequency
13969,18,High Frequency
13971,8,High Frequency
13972,2,Low Frequency
13973,1,Low Frequency
13974,1,Low Frequency
13975,6,High Frequency
13976,1,Low Frequency
13978,2,Low Frequency
13979,1,Low Frequency
13980,1,Low Frequency
13982,4,Low Frequency
13983,12,High Frequency
13984,5,Low Frequency
13985,15,High Frequency
13986,1,Low Frequency
13988,6,High Frequency
13989,2,Low Frequency
13990,1,Low Frequency
13991,6,High Frequency
13992,1,Low Frequency
13993,9,High Frequency
13994,6,High Frequency
13995,5,Low Frequency
13999,12,High Frequency
14000,1,Low Frequency
14001,3,Low Frequency
14002,2,Low Frequency
14004,7,High Frequency
14005,5,Low Frequency
14006,3,Low Frequency
14009,2,Low Frequency
14012,1,Low Frequency
14013,3,Low Frequency
14014,1,Low Frequency
14015,1,Low Frequency
14016,4,Low Frequency
14019,3,Low Frequency
14020,2,Low Frequency
14021,3,Low Frequency
14022,1,Low Frequency
14023,2,Low Frequency
14024,2,Low Frequency
14027,1,Low Frequency
14029,2,Low Frequency
14030,8,High Frequency
14031,19,High Frequency
14032,11,High Frequency
14034,3,Low Frequency
14035,5,Low Frequency
14036,1,Low Frequency
14037,2,Low Frequency
14038,3,Low Frequency
14039,1,Low Frequency
14040,12,High Frequency
14041,1,Low Frequency
14044,4,Low Frequency
14045,4,Low Frequency
14046,1,Low Frequency
14047,5,Low Frequency
14048,1,Low Frequency
14049,4,Low Frequency
14050,2,Low Frequency
14051,23,High Frequency
14052,1,Low Frequency
14053,2,Low Frequency
14054,1,Low Frequency
14055,1,Low Frequency
14056,23,High Frequency
14057,17,High Frequency
14059,1,Low Frequency
14060,19,High Frequency
14062,12,High Frequency
14064,5,Low Frequency
14066,1,Low Frequency
14067,2,Low Frequency
14068,1,Low Frequency
14071,8,High Frequency
14073,1,Low Frequency
14075,3,Low Frequency
14076,1,Low Frequency
14077,5,Low Frequency
14078,6,High Frequency
14079,1,Low Frequency
14080,1,Low Frequency
14081,2,Low Frequency
14082,1,Low Frequency
14083,9,High Frequency
14085,18,High Frequency
14087,1,Low Frequency
14088,13,High Frequency
14089,1,Low Frequency
14090,1,Low Frequency
14092,14,High Frequency
14093,1,Low Frequency
14096,17,High Frequency
14098,1,Low Frequency
14099,11,High Frequency
14100,1,Low Frequency
14101,6,High Frequency
14102,5,Low Frequency
14104,2,Low Frequency
14105,1,Low Frequency
14107,7,High Frequency
14108,2,Low Frequency
14109,1,Low Frequency
14110,12,High Frequency
14111,4,Low Frequency
14112,7,High Frequency
14113,4,Low Frequency
14114,2,Low Frequency
14116,5,Low Frequency
14117,1,Low Frequency
14121,4,Low Frequency
14124,1,Low Frequency
14125,3,Low Frequency
14126,3,Low Frequency
14127,3,Low Frequency
14128,2,Low Frequency
14129,5,Low Frequency
14130,1,Low Frequency
14132,11,High Frequency
14133,3,Low Frequency
14135,15,High Frequency
14138,2,Low Frequency
14139,1,Low Frequency
14140,2,Low Frequency
14141,4,Low Frequency
14142,1,Low Frequency
14143,1,Low Frequency
14145,4,Low Frequency
14146,5,Low Frequency
14147,2,Low Frequency
14148,1,Low Frequency
14149,1,Low Frequency
14150,2,Low Frequency
14152,2,Low Frequency
14154,2,Low Frequency
14155,1,Low Frequency
14156,55,High Frequency
14157,2,Low Frequency
14158,1,Low Frequency
14159,11,High Frequency
14161,3,Low Frequency
14162,2,Low Frequency
14163,4,Low Frequency
14164,2,Low Frequency
14165,1,Low Frequency
14167,4,Low Frequency
14171,1,Low Frequency
14173,4,Low Frequency
14174,1,Low Frequency
14175,3,Low Frequency
14176,4,Low Frequency
14177,4,Low Frequency
14178,7,High Frequency
14179,2,Low Frequency
14180,25,High Frequency
14184,1,Low Frequency
14185,1,Low Frequency
14188,6,High Frequency
14189,15,High Frequency
14191,13,High Frequency
14193,2,Low Frequency
14194,21,High Frequency
14195,2,Low Frequency
14196,1,Low Frequency
14198,4,Low Frequency
14199,1,Low Frequency
14201,7,High Frequency
14204,1,Low Frequency
14205,2,Low Frequency
14206,1,Low Frequency
14208,1,Low Frequency
14209,6,High Frequency
14210,6,High Frequency
14211,9,High Frequency
14212,1,Low Frequency
14214,5,Low Frequency
14215,6,High Frequency
14216,4,Low Frequency
14217,17,High Frequency
14218,1,Low Frequency
14219,1,Low Frequency
14220,2,Low Frequency
14221,9,High Frequency
14222,1,Low Frequency
14223,3,Low Frequency
14224,4,Low Frequency
14226,5,Low Frequency
14227,10,High Frequency
14229,3,Low Frequency
14231,3,Low Frequency
14232,5,Low Frequency
14233,4,Low Frequency
14234,4,Low Frequency
14235,5,Low Frequency
14236,2,Low Frequency
14237,1,Low Frequency
14238,1,Low Frequency
14239,11,High Frequency
14240,2,Low Frequency
14241,1,Low Frequency
14242,2,Low Frequency
14243,10,High Frequency
14245,2,Low Frequency
14246,3,Low Frequency
14247,1,Low Frequency
14248,1,Low Frequency
14250,3,Low Frequency
14251,5,Low Frequency
14256,2,Low Frequency
14257,5,Low Frequency
14258,9,High Frequency
14259,1,Low Frequency
14261,2,Low Frequency
14262,8,High Frequency
14264,2,Low Frequency
14265,2,Low Frequency
14267,3,Low Frequency
14270,1,Low Frequency
14271,1,Low Frequency
14272,2,Low Frequency
14273,4,Low Frequency
14276,3,Low Frequency
14277,3,Low Frequency
14280,1,Low Frequency
14282,15,High Frequency
14284,2,Low Frequency
14285,4,Low Frequency
14286,3,Low Frequency
14287,3,Low Frequency
14288,1,Low Frequency
14289,6,High Frequency
14290,5,Low Frequency
14291,11,High Frequency
14292,9,High Frequency
14293,4,Low Frequency
14295,1,Low Frequency
14297,4,Low Frequency
14298,44,High Frequency
14299,9,High Frequency
14300,1,Low Frequency
14301,1,Low Frequency
14304,1,Low Frequency
14305,3,Low Frequency
14306,2,Low Frequency
14307,6,High Frequency
14309,9,High Frequency
14311,1,Low Frequency
14312,6,High Frequency
14314,1,Low Frequency
14315,6,High Frequency
14317,1,Low Frequency
14320,2,Low Frequency
14321,5,Low Frequency
14323,2,Low Frequency
14326,1,Low Frequency
14327,1,Low Frequency
14329,7,High Frequency
14331,2,Low Frequency
14332,3,Low Frequency
14333,1,Low Frequency
14334,8,High Frequency
14335,2,Low Frequency
14336,4,Low Frequency
14338,2,Low Frequency
14339,1,Low Frequency
14340,1,Low Frequency
14341,8,High Frequency
14342,4,Low Frequency
14344,8,High Frequency
14345,1,Low Frequency
14346,2,Low Frequency
14348,1,Low Frequency
14349,1,Low Frequency
14350,1,Low Frequency
14351,1,Low Frequency
14352,4,Low Frequency
14353,1,Low Frequency
14354,2,Low Frequency
14355,1,Low Frequency
14356,2,Low Frequency
14357,1,Low Frequency
14359,3,Low Frequency
14360,4,Low Frequency
14362,1,Low Frequency
14364,8,High Frequency
14367,16,High Frequency
14368,1,Low Frequency
14371,1,Low Frequency
14373,1,Low Frequency
14375,1,Low Frequency
14377,2,Low Frequency
14379,2,Low Frequency
14381,1,Low Frequency
14382,1,Low Frequency
14383,3,Low Frequency
14385,3,Low Frequency
14386,1,Low Frequency
14387,3,Low Frequency
14388,8,High Frequency
14389,2,Low Frequency
14390,9,High Frequency
14393,1,Low Frequency
14395,9,High Frequency
14396,2,Low Frequency
14397,19,High Frequency
14400,1,Low Frequency
14401,13,High Frequency
14403,4,Low Frequency
14404,6,High Frequency
14406,1,Low Frequency
14407,6,High Frequency
14408,7,High Frequency
14409,6,High Frequency
14410,9,High Frequency
14411,1,Low Frequency
14412,2,Low Frequency
14413,1,Low Frequency
14414,7,High Frequency
14415,13,High Frequency
14416,2,Low Frequency
14418,3,Low Frequency
14419,6,High Frequency
14420,1,Low Frequency
14421,2,Low Frequency
14422,6,High Frequency
14423,1,Low Frequency
14424,1,Low Frequency
14426,10,High Frequency
14427,2,Low Frequency
14428,5,Low Frequency
14431,1,Low Frequency
14432,6,High Frequency
14434,6,High Frequency
14436,1,Low Frequency
14437,1,Low Frequency
14438,1,Low Frequency
14439,1,Low Frequency
14440,5,Low Frequency
14441,4,Low Frequency
14442,2,Low Frequency
14443,4,Low Frequency
14446,4,Low Frequency
14447,5,Low Frequency
14448,2,Low Frequency
14449,4,Low Frequency
14450,3,Low Frequency
14451,2,Low Frequency
14452,2,Low Frequency
14453,1,Low Frequency
14456,9,High Frequency
14457,1,Low Frequency
14459,1,Low Frequency
14460,3,Low Frequency
14461,3,Low Frequency
14462,11,High Frequency
14463,3,Low Frequency
14465,3,Low Frequency
14466,7,High Frequency
14467,4,Low Frequency
14470,2,Low Frequency
14472,8,High Frequency
14473,2,Low Frequency
14474,1,Low Frequency
14475,3,Low Frequency
14476,1,Low Frequency
14477,4,Low Frequency
14479,2,Low Frequency
14480,1,Low Frequency
14481,2,Low Frequency
14482,6,High Frequency
14483,1,Low Frequency
14484,1,Low Frequency
14485,1,Low Frequency
14487,6,High Frequency
14488,1,Low Frequency
14489,1,Low Frequency
14491,2,Low Frequency
14493,5,Low Frequency
14494,1,Low Frequency
14495,2,Low Frequency
14496,2,Low Frequency
14497,1,Low Frequency
14498,5,Low Frequency
14499,3,Low Frequency
14500,3,Low Frequency
14501,2,Low Frequency
14502,11,High Frequency
14503,6,High Frequency
14504,4,Low Frequency
14505,8,High Frequency
14506,5,Low Frequency
14507,6,High Frequency
14508,2,Low Frequency
14511,5,Low Frequency
14512,2,Low Frequency
14513,3,Low Frequency
14514,3,Low Frequency
14515,6,High Frequency
14517,2,Low Frequency
14518,1,Low Frequency
14520,2,Low Frequency
14522,4,Low Frequency
14523,1,Low Frequency
14524,9,High Frequency
14525,9,High Frequency
14527,55,High Frequency
14528,1,Low Frequency
14529,3,Low Frequency
14530,6,High Frequency
14532,4,Low Frequency
14533,7,High Frequency
14534,18,High Frequency
14535,3,Low Frequency
14536,1,Low Frequency
14537,1,Low Frequency
14538,2,Low Frequency
14539,2,Low Frequency
14540,3,Low Frequency
14541,8,High Frequency
14542,1,Low Frequency
14543,16,High Frequency
14544,2,Low Frequency
14546,5,Low Frequency
14547,8,High Frequency
14548,2,Low Frequency
14549,1,Low Frequency
14550,2,Low Frequency
14551,2,Low Frequency
14552,1,Low Frequency
14553,5,Low Frequency
14554,4,Low Frequency
14555,2,Low Frequency
14557,1,Low Frequency
14560,22,High Frequency
14561,3,Low Frequency
14562,18,High Frequency
14565,4,Low Frequency
14566,1,Low Frequency
14567,2,Low Frequency
14569,1,Low Frequency
14570,2,Low Frequency
14572,7,High Frequency
14573,9,High Frequency
14576,1,Low Frequency
14577,4,Low Frequency
14578,1,Low Frequency
14581,1,Low Frequency
14582,1,Low Frequency
14583,5,Low Frequency
14584,4,Low Frequency
14585,1,Low Frequency
14586,1,Low Frequency
14587,9,High Frequency
14589,1,Low Frequency
14591,4,Low Frequency
14592,3,Low Frequency
14593,3,Low Frequency
14594,2,Low Frequency
14595,6,High Frequency
14597,2,Low Frequency
14598,1,Low Frequency
14600,1,Low Frequency
14601,1,Low Frequency
14603,1,Low Frequency
14606,93,High Frequency
14607,14,High Frequency
14608,4,Low Frequency
14609,4,Low Frequency
14616,3,Low Frequency
14618,3,Low Frequency
14619,1,Low Frequency
14620,2,Low Frequency
14621,5,Low Frequency
14622,1,Low Frequency
14623,5,Low Frequency
14624,2,Low Frequency
14625,2,Low Frequency
14626,4,Low Frequency
14628,2,Low Frequency
14629,2,Low Frequency
14631,3,Low Frequency
14632,1,Low Frequency
14633,1,Low Frequency
14636,2,Low Frequency
14638,1,Low Frequency
14639,6,High Frequency
14640,6,High Frequency
14641,1,Low Frequency
14642,1,Low Frequency
14643,2,Low Frequency
14644,2,Low Frequency
14645,2,Low Frequency
14646,73,High Frequency
14647,1,Low Frequency
14649,4,Low Frequency
14651,2,Low Frequency
14652,1,Low Frequency
14653,7,High Frequency
14655,4,Low Frequency
14656,2,Low Frequency
14657,4,Low Frequency
14658,2,Low Frequency
14659,9,High Frequency
14660,2,Low Frequency
14661,1,Low Frequency
14662,4,Low Frequency
14664,2,Low Frequency
14665,5,Low Frequency
14666,1,Low Frequency
14667,25,High Frequency
14669,3,Low Frequency
14670,2,Low Frequency
14672,2,Low Frequency
14673,5,Low Frequency
14675,1,Low Frequency
14676,6,High Frequency
14680,16,High Frequency
14681,3,Low Frequency
14682,2,Low Frequency
14684,5,Low Frequency
14687,1,Low Frequency
14688,21,High Frequency
14689,1,Low Frequency
14690,2,Low Frequency
14691,5,Low Frequency
14692,4,Low Frequency
14693,1,Low Frequency
14696,7,High Frequency
14697,2,Low Frequency
14698,5,Low Frequency
14699,1,Low Frequency
14700,3,Low Frequency
14701,9,High Frequency
14702,17,High Frequency
14703,1,Low Frequency
14704,9,High Frequency
14705,1,Low Frequency
14708,3,Low Frequency
14709,13,High Frequency
14710,4,Low Frequency
14711,11,High Frequency
14712,3,Low Frequency
14713,11,High Frequency
14714,1,Low Frequency
14715,4,Low Frequency
14716,2,Low Frequency
14719,5,Low Frequency
14720,3,Low Frequency
14722,1,Low Frequency
14723,6,High Frequency
14725,1,Low Frequency
14727,1,Low Frequency
14729,1,Low Frequency
14730,8,High Frequency
14731,3,Low Frequency
14732,8,High Frequency
14733,12,High Frequency
14735,32,High Frequency
14737,3,Low Frequency
14738,7,High Frequency
14739,7,High Frequency
14740,3,Low Frequency
14741,6,High Frequency
14744,7,High Frequency
14745,5,Low Frequency
14747,1,Low Frequency
14748,5,Low Frequency
14752,1,Low Frequency
14753,1,Low Frequency
14754,2,Low Frequency
14755,11,High Frequency
14756,1,Low Frequency
14757,1,Low Frequency
14758,4,Low Frequency
14759,3,Low Frequency
14760,1,Low Frequency
14761,2,Low Frequency
14762,1,Low Frequency
14764,1,Low Frequency
14765,3,Low Frequency
14766,6,High Frequency
14768,2,Low Frequency
14769,8,High Frequency
14770,2,Low Frequency
14772,1,Low Frequency
14775,3,Low Frequency
14776,11,High Frequency
14778,2,Low Frequency
14779,3,Low Frequency
14780,2,Low Frequency
14782,1,Low Frequency
14784,2,Low Frequency
14785,2,Low Frequency
14788,2,Low Frequency
14789,1,Low Frequency
14790,4,Low Frequency
14792,1,Low Frequency
14793,1,Low Frequency
14794,7,High Frequency
14795,1,Low Frequency
14796,17,High Frequency
14798,3,Low Frequency
14799,1,Low Frequency
14800,12,High Frequency
14801,1,Low Frequency
14803,3,Low Frequency
14804,1,Low Frequency
14805,4,Low Frequency
14806,1,Low Frequency
14808,8,High Frequency
14810,11,High Frequency
14813,2,Low Frequency
14815,2,Low Frequency
14816,1,Low Frequency
14817,2,Low Frequency
14818,3,Low Frequency
14819,2,Low Frequency
14820,4,Low Frequency
14821,1,Low Frequency
14823,3,Low Frequency
14824,4,Low Frequency
14825,12,High Frequency
14828,3,Low Frequency
14829,4,Low Frequency
14830,1,Low Frequency
14834,6,High Frequency
14836,3,Low Frequency
14837,4,Low Frequency
14840,1,Low Frequency
14841,6,High Frequency
14842,4,Low Frequency
14844,4,Low Frequency
14847,1,Low Frequency
14849,25,High Frequency
14850,1,Low Frequency
14851,2,Low Frequency
14852,6,High Frequency
14853,2,Low Frequency
14854,7,High Frequency
14855,2,Low Frequency
14856,3,Low Frequency
14857,2,Low Frequency
14859,4,Low Frequency
14860,1,Low Frequency
14861,1,Low Frequency
14862,2,Low Frequency
14863,1,Low Frequency
14865,2,Low Frequency
14866,12,High Frequency
14867,3,Low Frequency
14868,8,High Frequency
14869,2,Low Frequency
14870,1,Low Frequency
14871,4,Low Frequency
14873,1,Low Frequency
14875,2,Low Frequency
14878,9,High Frequency
14880,3,Low Frequency
14881,1,Low Frequency
14882,2,Low Frequency
14883,6,High Frequency
14885,1,Low Frequency
14886,1,Low Frequency
14887,1,Low Frequency
14888,1,Low Frequency
14889,1,Low Frequency
14890,1,Low Frequency
14891,2,Low Frequency
14893,2,Low Frequency
14894,1,Low Frequency
14895,20,High Frequency
14896,2,Low Frequency
14897,4,Low Frequency
14898,6,High Frequency
14901,9,High Frequency
14902,1,Low Frequency
14903,5,Low Frequency
14904,2,Low Frequency
14905,2,Low Frequency
14907,7,High Frequency
14908,1,Low Frequency
14910,4,Low Frequency
14911,201,High Frequency
14912,2,Low Frequency
14913,4,Low Frequency
14915,2,Low Frequency
14916,4,Low Frequency
14918,2,Low Frequency
14920,2,Low Frequency
14921,2,Low Frequency
14923,1,Low Frequency
14924,1,Low Frequency
14929,1,Low Frequency
14930,3,Low Frequency
14931,5,Low Frequency
14932,1,Low Frequency
14934,2,Low Frequency
14935,1,Low Frequency
14936,8,High Frequency
14937,3,Low Frequency
14944,12,High Frequency
14946,1,Low Frequency
14947,2,Low Frequency
14948,6,High Frequency
14950,1,Low Frequency
14951,1,Low Frequency
14952,11,High Frequency
14953,1,Low Frequency
14954,1,Low Frequency
14957,1,Low Frequency
14958,3,Low Frequency
14959,4,Low Frequency
14960,2,Low Frequency
14961,9,High Frequency
14962,1,Low Frequency
14963,5,Low Frequency
14964,1,Low Frequency
14965,2,Low Frequency
14966,1,Low Frequency
14967,1,Low Frequency
14968,1,Low Frequency
14970,4,Low Frequency
14971,3,Low Frequency
14972,1,Low Frequency
14973,3,Low Frequency
14974,1,Low Frequency
14975,1,Low Frequency
14976,7,High Frequency
14978,5,Low Frequency
14981,1,Low Frequency
14984,2,Low Frequency
14985,2,Low Frequency
14987,2,Low Frequency
14988,1,Low Frequency
14995,2,Low Frequency
14997,3,Low Frequency
14998,2,Low Frequency
15000,1,Low Frequency
15002,4,Low Frequency
15004,1,Low Frequency
15005,28,High Frequency
15006,1,Low Frequency
15007,1,Low Frequency
15009,3,Low Frequency
15010,1,Low Frequency
15012,2,Low Frequency
15014,2,Low Frequency
15016,1,Low Frequency
15017,1,Low Frequency
15018,3,Low Frequency
15019,1,Low Frequency
15021,9,High Frequency
15022,4,Low Frequency
15023,11,High Frequency
15024,10,High Frequency
15025,1,Low Frequency
15026,3,Low Frequency
15027,4,Low Frequency
15028,4,Low Frequency
15030,2,Low Frequency
15031,4,Low Frequency
15032,3,Low Frequency
15033,10,High Frequency
15034,8,High Frequency
15035,1,Low Frequency
15036,3,Low Frequency
15038,6,High Frequency
15039,47,High Frequency
15041,1,Low Frequency
15042,1,Low Frequency
15043,1,Low Frequency
15044,17,High Frequency
15045,2,Low Frequency
15046,15,High Frequency
15047,1,Low Frequency
15048,4,Low Frequency
15049,1,Low Frequency
15050,3,Low Frequency
15051,3,Low Frequency
15052,1,Low Frequency
15053,3,Low Frequency
15054,2,Low Frequency
15057,2,Low Frequency
15058,11,High Frequency
15059,9,High Frequency
15060,4,Low Frequency
15061,48,High Frequency
15062,4,Low Frequency
15063,1,Low Frequency
15065,4,Low Frequency
15066,1,Low Frequency
15067,3,Low Frequency
15068,2,Low Frequency
15069,1,Low Frequency
15070,1,Low Frequency
15071,2,Low Frequency
15073,3,Low Frequency
15074,1,Low Frequency
15075,1,Low Frequency
15076,1,Low Frequency
15078,32,High Frequency
15079,4,Low Frequency
15081,5,Low Frequency
15083,1,Low Frequency
15087,1,Low Frequency
15088,2,Low Frequency
15089,6,High Frequency
15090,1,Low Frequency
15091,1,Low Frequency
15092,2,Low Frequency
15093,6,High Frequency
15095,4,Low Frequency
15096,1,Low Frequency
15097,1,Low Frequency
15098,3,Low Frequency
15099,1,Low Frequency
15100,3,Low Frequency
15101,2,Low Frequency
15103,2,Low Frequency
15104,2,Low Frequency
15105,7,High Frequency
15106,5,Low Frequency
15107,6,High Frequency
15108,4,Low Frequency
15109,1,Low Frequency
15110,4,Low Frequency
15111,3,Low Frequency
15113,3,Low Frequency
15114,10,High Frequency
15115,1,Low Frequency
15116,4,Low Frequency
15117,5,Low Frequency
15118,1,Low Frequency
15119,1,Low Frequency
15120,1,Low Frequency
15121,2,Low Frequency
15122,3,Low Frequency
15123,2,Low Frequency
15124,2,Low Frequency
15125,15,High Frequency
15127,1,Low Frequency
15128,4,Low Frequency
15129,11,High Frequency
15130,1,Low Frequency
15132,5,Low Frequency
15133,3,Low Frequency
15134,8,High Frequency
15135,1,Low Frequency
15136,4,Low Frequency
15139,2,Low Frequency
15140,7,High Frequency
15142,1,Low Frequency
15143,1,Low Frequency
15144,17,High Frequency
15145,4,Low Frequency
15146,2,Low Frequency
15147,1,Low Frequency
15148,1,Low Frequency
15149,1,Low Frequency
15150,10,High Frequency
15152,13,High Frequency
15153,1,Low Frequency
15154,1,Low Frequency
15156,3,Low Frequency
15157,3,Low Frequency
15158,1,Low Frequency
15159,30,High Frequency
15160,1,Low Frequency
15163,2,Low Frequency
15164,3,Low Frequency
15165,1,Low Frequency
15167,1,Low Frequency
15168,1,Low Frequency
15171,1,Low Frequency
15172,5,Low Frequency
15174,1,Low Frequency
15175,1,Low Frequency
15178,1,Low Frequency
15179,5,Low Frequency
15180,1,Low Frequency
15181,3,Low Frequency
15182,2,Low Frequency
15184,2,Low Frequency
15185,1,Low Frequency
15186,2,Low Frequency
15187,16,High Frequency
15189,41,High Frequency
15192,3,Low Frequency
15193,1,Low Frequency
15194,15,High Frequency
15195,1,Low Frequency
15197,3,Low Frequency
15198,2,Low Frequency
15199,4,Low Frequency
15201,5,Low Frequency
15203,6,High Frequency
15204,1,Low Frequency
15205,2,Low Frequency
15206,4,Low Frequency
15208,5,Low Frequency
15210,1,Low Frequency
15211,2,Low Frequency
15212,1,Low Frequency
15213,2,Low Frequency
15214,8,High Frequency
15215,3,Low Frequency
15216,1,Low Frequency
15218,11,High Frequency
15219,1,Low Frequency
15220,6,High Frequency
15221,1,Low Frequency
15222,1,Low Frequency
15223,2,Low Frequency
15224,2,Low Frequency
15225,1,Low Frequency
15226,1,Low Frequency
15227,5,Low Frequency
15228,4,Low Frequency
15230,2,Low Frequency
15232,2,Low Frequency
15234,1,Low Frequency
15235,12,High Frequency
15236,1,Low Frequency
15237,4,Low Frequency
15238,3,Low Frequency
15239,2,Low Frequency
15240,5,Low Frequency
15241,8,High Frequency
15243,1,Low Frequency
15244,2,Low Frequency
15245,3,Low Frequency
15246,2,Low Frequency
15247,1,Low Frequency
15249,13,High Frequency
15251,11,High Frequency
15252,2,Low Frequency
15253,5,Low Frequency
15254,1,Low Frequency
15255,1,Low Frequency
15256,1,Low Frequency
15257,1,Low Frequency
15258,2,Low Frequency
15260,7,High Frequency
15261,1,Low Frequency
15262,1,Low Frequency
15263,1,Low Frequency
15264,1,Low Frequency
15265,2,Low Frequency
15266,1,Low Frequency
15267,5,Low Frequency
15269,1,Low Frequency
15270,7,High Frequency
15271,15,High Frequency
15272,2,Low Frequency
15274,2,Low Frequency
15275,1,Low Frequency
15276,1,Low Frequency
15277,1,Low Frequency
15279,1,Low Frequency
15280,1,Low Frequency
15281,9,High Frequency
15286,1,Low Frequency
15287,2,Low Frequency
15288,5,Low Frequency
15289,3,Low Frequency
15290,18,High Frequency
15291,15,High Frequency
15292,1,Low Frequency
15296,6,High Frequency
15297,3,Low Frequency
15298,12,High Frequency
15299,7,High Frequency
15300,1,Low Frequency
15301,12,High Frequency
15303,1,Low Frequency
15304,8,High Frequency
15306,3,Low Frequency
15307,1,Low Frequency
15308,1,Low Frequency
15311,91,High Frequency
15312,4,Low Frequency
15313,1,Low Frequency
15314,1,Low Frequency
15315,2,Low Frequency
15316,1,Low Frequency
15318,1,Low Frequency
15319,1,Low Frequency
15320,1,Low Frequency
15321,3,Low Frequency
15322,1,Low Frequency
15325,1,Low Frequency
15326,1,Low Frequency
15327,1,Low Frequency
15329,3,Low Frequency
15330,2,Low Frequency
15332,4,Low Frequency
15333,1,Low Frequency
15334,3,Low Frequency
15335,1,Low Frequency
15339,2,Low Frequency
15341,1,Low Frequency
15342,1,Low Frequency
15343,1,Low Frequency
15344,3,Low Frequency
15345,1,Low Frequency
15346,1,Low Frequency
15347,1,Low Frequency
15348,1,Low Frequency
15349,2,Low Frequency
15350,1,Low Frequency
15351,7,High Frequency
15353,2,Low Frequency
15355,2,Low Frequency
15356,10,High Frequency
15358,22,High Frequency
15360,1,Low Frequency
15361,1,Low Frequency
15363,1,Low Frequency
15364,2,Low Frequency
15365,7,High Frequency
15366,2,Low Frequency
15367,4,Low Frequency
15368,1,Low Frequency
15370,7,High Frequency
15372,1,Low Frequency
15373,12,High Frequency
15374,1,Low Frequency
15376,3,Low Frequency
15379,7,High Frequency
15380,5,Low Frequency
15381,2,Low Frequency
15382,6,High Frequency
15384,2,Low Frequency
15385,1,Low Frequency
15386,1,Low Frequency
15388,1,Low Frequency
15389,1,Low Frequency
15392,4,Low Frequency
15393,2,Low Frequency
15394,4,Low Frequency
15395,1,Low Frequency
15396,1,Low Frequency
15397,1,Low Frequency
15398,2,Low Frequency
15399,3,Low Frequency
15400,5,Low Frequency
15402,2,Low Frequency
15405,1,Low Frequency
15406,2,Low Frequency
15407,4,Low Frequency
15408,1,Low Frequency
15410,8,High Frequency
15411,4,Low Frequency
15412,1,Low Frequency
15414,3,Low Frequency
15415,1,Low Frequency
15416,4,Low Frequency
15417,1,Low Frequency
15419,1,Low Frequency
15421,4,Low Frequency
15422,2,Low Frequency
15423,1,Low Frequency
15424,2,Low Frequency
15426,5,Low Frequency
15427,3,Low Frequency
15428,1,Low Frequency
15429,2,Low Frequency
15432,1,Low Frequency
15433,2,Low Frequency
15434,5,Low Frequency
15435,1,Low Frequency
15436,3,Low Frequency
15437,1,Low Frequency
15438,1,Low Frequency
15440,3,Low Frequency
15442,1,Low Frequency
15443,7,High Frequency
15444,2,Low Frequency
15445,1,Low Frequency
15447,1,Low Frequency
15448,1,Low Frequency
15449,3,Low Frequency
15450,1,Low Frequency
15452,3,Low Frequency
15453,7,High Frequency
15454,1,Low Frequency
15456,3,Low Frequency
15457,1,Low Frequency
15458,1,Low Frequency
15460,1,Low Frequency
15462,3,Low Frequency
15463,1,Low Frequency
15464,1,Low Frequency
15465,18,High Frequency
15466,1,Low Frequency
15467,3,Low Frequency
15468,2,Low Frequency
15469,2,Low Frequency
15471,1,Low Frequency
15472,1,Low Frequency
15473,7,High Frequency
15475,1,Low Frequency
15478,2,Low Frequency
15480,1,Low Frequency
15482,12,High Frequency
15483,4,Low Frequency
15484,4,Low Frequency
15485,3,Low Frequency
15488,1,Low Frequency
15489,3,Low Frequency
15491,6,High Frequency
15492,2,Low Frequency
15493,5,Low Frequency
15494,2,Low Frequency
15497,2,Low Frequency
15498,27,High Frequency
15500,4,Low Frequency
15502,12,High Frequency
15503,1,Low Frequency
15504,1,Low Frequency
15505,5,Low Frequency
15506,3,Low Frequency
15507,1,Low Frequency
15508,6,High Frequency
15510,1,Low Frequency
15511,5,Low Frequency
15512,2,Low Frequency
15513,19,High Frequency
15514,11,High Frequency
15516,3,Low Frequency
15517,1,Low Frequency
15518,8,High Frequency
15520,1,Low Frequency
15521,8,High Frequency
15522,2,Low Frequency
15523,1,Low Frequency
15524,1,Low Frequency
15525,3,Low Frequency
15526,2,Low Frequency
15527,8,High Frequency
15528,1,Low Frequency
15529,11,High Frequency
15530,4,Low Frequency
15531,2,Low Frequency
15532,4,Low Frequency
15533,3,Low Frequency
15535,4,Low Frequency
15537,1,Low Frequency
15539,1,Low Frequency
15540,1,Low Frequency
15541,1,Low Frequency
15543,1,Low Frequency
15544,9,High Frequency
15545,2,Low Frequency
15547,14,High Frequency
15549,3,Low Frequency
15550,4,Low Frequency
15551,1,Low Frequency
15552,1,Low Frequency
15553,1,Low Frequency
15554,1,Low Frequency
15555,16,High Frequency
15556,1,Low Frequency
15557,1,Low Frequency
15561,4,Low Frequency
15562,1,Low Frequency
15563,4,Low Frequency
15565,2,Low Frequency
15567,1,Low Frequency
